Station,subway_line,month,passengers,year,year_month
Central,Estações da Linha 1,Mar,1840440,2017,2017-03-01
Central,Estações da Linha 1,Abr,1571230,2017,2017-04-01
Central,Estações da Linha 1,Mai,1838200,2017,2017-05-01
Central,Estações da Linha 1,Jun,1725040,2017,2017-06-01
Central,Estações da Linha 1,Jul,1701430,2017,2017-07-01
Central,Estações da Linha 1,Ago,1845910,2017,2017-08-01
Central,Estações da Linha 1,Set,1690960,2017,2017-09-01
Central,Estações da Linha 1,Out,1681320,2017,2017-10-01
Central,Estações da Linha 1,Nov,1574230,2017,2017-11-01
Central,Estações da Linha 1,Dez,1600120,2017,2017-12-01
Presidente Vargas,Estações da Linha 1,Jan,221710,2017,2017-01-01
Presidente Vargas,Estações da Linha 1,Fev,213620,2017,2017-02-01
Presidente Vargas,Estações da Linha 1,Mar,256670,2017,2017-03-01
Presidente Vargas,Estações da Linha 1,Abr,217870,2017,2017-04-01
Presidente Vargas,Estações da Linha 1,Mai,262080,2017,2017-05-01
Presidente Vargas,Estações da Linha 1,Jun,249330,2017,2017-06-01
Presidente Vargas,Estações da Linha 1,Jul,242330,2017,2017-07-01
Presidente Vargas,Estações da Linha 1,Ago,273010,2017,2017-08-01
Presidente Vargas,Estações da Linha 1,Set,241800,2017,2017-09-01
Presidente Vargas,Estações da Linha 1,Out,246490,2017,2017-10-01
Presidente Vargas,Estações da Linha 1,Nov,237100,2017,2017-11-01
Presidente Vargas,Estações da Linha 1,Dez,244420,2017,2017-12-01
Uruguaiana,Estações da Linha 1,Jan,1107850,2017,2017-01-01
Uruguaiana,Estações da Linha 1,Fev,1127760,2017,2017-02-01
Uruguaiana,Estações da Linha 1,Mar,1252990,2017,2017-03-01
Uruguaiana,Estações da Linha 1,Abr,1051960,2017,2017-04-01
Uruguaiana,Estações da Linha 1,Mai,1254120,2017,2017-05-01
Uruguaiana,Estações da Linha 1,Jun,1172680,2017,2017-06-01
Uruguaiana,Estações da Linha 1,Jul,1095640,2017,2017-07-01
Uruguaiana,Estações da Linha 1,Ago,1177590,2017,2017-08-01
Uruguaiana,Estações da Linha 1,Set,1097890,2017,2017-09-01
Uruguaiana,Estações da Linha 1,Out,1118450,2017,2017-10-01
Uruguaiana,Estações da Linha 1,Nov,1066170,2017,2017-11-01
Uruguaiana,Estações da Linha 1,Dez,1098030,2017,2017-12-01
Carioca,Estações da Linha 1,Jan,1413960,2017,2017-01-01
Carioca,Estações da Linha 1,Fev,1511050,2017,2017-02-01
Carioca,Estações da Linha 1,Mar,1664530,2017,2017-03-01
Carioca,Estações da Linha 1,Abr,1371900,2017,2017-04-01
Carioca,Estações da Linha 1,Mai,1657610,2017,2017-05-01
Carioca,Estações da Linha 1,Jun,1530760,2017,2017-06-01
Carioca,Estações da Linha 1,Jul,1556340,2017,2017-07-01
Carioca,Estações da Linha 1,Ago,1700620,2017,2017-08-01
Carioca,Estações da Linha 1,Set,1508390,2017,2017-09-01
Carioca,Estações da Linha 1,Out,1495650,2017,2017-10-01
Carioca,Estações da Linha 1,Nov,1377450,2017,2017-11-01
Carioca,Estações da Linha 1,Dez,1342260,2017,2017-12-01
Cinelândia,Estações da Linha 1,Jan,877180,2017,2017-01-01
Cinelândia,Estações da Linha 1,Fev,878370,2017,2017-02-01
Cinelândia,Estações da Linha 1,Mar,1021690,2017,2017-03-01
Cinelândia,Estações da Linha 1,Abr,852140,2017,2017-04-01
Cinelândia,Estações da Linha 1,Mai,1039060,2017,2017-05-01
Cinelândia,Estações da Linha 1,Jun,951100,2017,2017-06-01
Cinelândia,Estações da Linha 1,Jul,953130,2017,2017-07-01
Cinelândia,Estações da Linha 1,Ago,1055430,2017,2017-08-01
Cinelândia,Estações da Linha 1,Set,936550,2017,2017-09-01
Cinelândia,Estações da Linha 1,Out,938670,2017,2017-10-01
Cinelândia,Estações da Linha 1,Nov,864060,2017,2017-11-01
Cinelândia,Estações da Linha 1,Dez,815330,2017,2017-12-01
Glória,Estações da Linha 1,Jan,278620,2017,2017-01-01
Glória,Estações da Linha 1,Fev,346710,2017,2017-02-01
Glória,Estações da Linha 1,Mar,311600,2017,2017-03-01
Glória,Estações da Linha 1,Abr,272780,2017,2017-04-01
Glória,Estações da Linha 1,Mai,300780,2017,2017-05-01
Glória,Estações da Linha 1,Jun,284860,2017,2017-06-01
Glória,Estações da Linha 1,Jul,283800,2017,2017-07-01
Glória,Estações da Linha 1,Ago,301020,2017,2017-08-01
Glória,Estações da Linha 1,Set,286590,2017,2017-09-01
Glória,Estações da Linha 1,Out,278740,2017,2017-10-01
Glória,Estações da Linha 1,Nov,266610,2017,2017-11-01
Glória,Estações da Linha 1,Dez,276150,2017,2017-12-01
Catete,Estações da Linha 1,Jan,288100,2017,2017-01-01
Catete,Estações da Linha 1,Fev,253510,2017,2017-02-01
Catete,Estações da Linha 1,Mar,318210,2017,2017-03-01
Catete,Estações da Linha 1,Abr,294480,2017,2017-04-01
Catete,Estações da Linha 1,Mai,332820,2017,2017-05-01
Catete,Estações da Linha 1,Jun,312930,2017,2017-06-01
Catete,Estações da Linha 1,Jul,301810,2017,2017-07-01
Catete,Estações da Linha 1,Ago,330820,2017,2017-08-01
Catete,Estações da Linha 1,Set,316880,2017,2017-09-01
Catete,Estações da Linha 1,Out,309460,2017,2017-10-01
Catete,Estações da Linha 1,Nov,296930,2017,2017-11-01
Catete,Estações da Linha 1,Dez,295800,2017,2017-12-01
Largo do Machado,Estações da Linha 1,Jan,634570,2017,2017-01-01
Largo do Machado,Estações da Linha 1,Fev,726230,2017,2017-02-01
Largo do Machado,Estações da Linha 1,Mar,743820,2017,2017-03-01
Largo do Machado,Estações da Linha 1,Abr,646300,2017,2017-04-01
Largo do Machado,Estações da Linha 1,Mai,742940,2017,2017-05-01
Largo do Machado,Estações da Linha 1,Jun,705140,2017,2017-06-01
Largo do Machado,Estações da Linha 1,Jul,683880,2017,2017-07-01
Largo do Machado,Estações da Linha 1,Ago,757550,2017,2017-08-01
Largo do Machado,Estações da Linha 1,Set,701630,2017,2017-09-01
Largo do Machado,Estações da Linha 1,Out,688400,2017,2017-10-01
Largo do Machado,Estações da Linha 1,Nov,646090,2017,2017-11-01
Largo do Machado,Estações da Linha 1,Dez,660800,2017,2017-12-01
Flamengo,Estações da Linha 1,Jan,447790,2017,2017-01-01
Flamengo,Estações da Linha 1,Fev,477110,2017,2017-02-01
Flamengo,Estações da Linha 1,Mar,522500,2017,2017-03-01
Flamengo,Estações da Linha 1,Abr,452310,2017,2017-04-01
Flamengo,Estações da Linha 1,Mai,527740,2017,2017-05-01
Flamengo,Estações da Linha 1,Jun,498180,2017,2017-06-01
Flamengo,Estações da Linha 1,Jul,484790,2017,2017-07-01
Flamengo,Estações da Linha 1,Ago,539270,2017,2017-08-01
Flamengo,Estações da Linha 1,Set,496650,2017,2017-09-01
Flamengo,Estações da Linha 1,Out,494500,2017,2017-10-01
Flamengo,Estações da Linha 1,Nov,470580,2017,2017-11-01
Flamengo,Estações da Linha 1,Dez,466310,2017,2017-12-01
Botafogo,Estações da Linha 1,Jan,1382900,2017,2017-01-01
Botafogo,Estações da Linha 1,Fev,1435900,2017,2017-02-01
Botafogo,Estações da Linha 1,Mar,1613210,2017,2017-03-01
Botafogo,Estações da Linha 1,Abr,1387200,2017,2017-04-01
Botafogo,Estações da Linha 1,Mai,1616180,2017,2017-05-01
Botafogo,Estações da Linha 1,Jun,1509960,2017,2017-06-01
Botafogo,Estações da Linha 1,Jul,1464030,2017,2017-07-01
Botafogo,Estações da Linha 1,Ago,1617200,2017,2017-08-01
Botafogo,Estações da Linha 1,Set,1487030,2017,2017-09-01
Botafogo,Estações da Linha 1,Out,1482470,2017,2017-10-01
Botafogo,Estações da Linha 1,Nov,1393000,2017,2017-11-01
Botafogo,Estações da Linha 1,Dez,1377940,2017,2017-12-01
Cardeal Arcoverde,Estações da Linha 1,Jan,428490,2017,2017-01-01
Cardeal Arcoverde,Estações da Linha 1,Fev,439620,2017,2017-02-01
Cardeal Arcoverde,Estações da Linha 1,Mar,416190,2017,2017-03-01
Cardeal Arcoverde,Estações da Linha 1,Abr,354360,2017,2017-04-01
Cardeal Arcoverde,Estações da Linha 1,Mai,391220,2017,2017-05-01
Cardeal Arcoverde,Estações da Linha 1,Jun,371560,2017,2017-06-01
Cardeal Arcoverde,Estações da Linha 1,Jul,379990,2017,2017-07-01
Cardeal Arcoverde,Estações da Linha 1,Ago,397580,2017,2017-08-01
Cardeal Arcoverde,Estações da Linha 1,Set,443890,2017,2017-09-01
Cardeal Arcoverde,Estações da Linha 1,Out,390950,2017,2017-10-01
Cardeal Arcoverde,Estações da Linha 1,Nov,370670,2017,2017-11-01
Cardeal Arcoverde,Estações da Linha 1,Dez,389870,2017,2017-12-01
Siqueira Campos,Estações da Linha 1,Jan,737480,2017,2017-01-01
Siqueira Campos,Estações da Linha 1,Fev,775480,2017,2017-02-01
Siqueira Campos,Estações da Linha 1,Mar,792780,2017,2017-03-01
Siqueira Campos,Estações da Linha 1,Abr,695990,2017,2017-04-01
Siqueira Campos,Estações da Linha 1,Mai,791200,2017,2017-05-01
Siqueira Campos,Estações da Linha 1,Jun,747220,2017,2017-06-01
Siqueira Campos,Estações da Linha 1,Jul,768720,2017,2017-07-01
Siqueira Campos,Estações da Linha 1,Ago,800580,2017,2017-08-01
Siqueira Campos,Estações da Linha 1,Set,785150,2017,2017-09-01
Siqueira Campos,Estações da Linha 1,Out,744400,2017,2017-10-01
Siqueira Campos,Estações da Linha 1,Nov,708830,2017,2017-11-01
Siqueira Campos,Estações da Linha 1,Dez,738130,2017,2017-12-01
Cantagalo,Estações da Linha 1,Jan,375090,2017,2017-01-01
Cantagalo,Estações da Linha 1,Fev,414820,2017,2017-02-01
Cantagalo,Estações da Linha 1,Mar,402690,2017,2017-03-01
Cantagalo,Estações da Linha 1,Abr,351120,2017,2017-04-01
Cantagalo,Estações da Linha 1,Mai,394490,2017,2017-05-01
Cantagalo,Estações da Linha 1,Jun,372830,2017,2017-06-01
Cantagalo,Estações da Linha 1,Jul,376760,2017,2017-07-01
Cantagalo,Estações da Linha 1,Ago,401120,2017,2017-08-01
Cantagalo,Estações da Linha 1,Set,401830,2017,2017-09-01
Cantagalo,Estações da Linha 1,Out,378510,2017,2017-10-01
Cantagalo,Estações da Linha 1,Nov,354340,2017,2017-11-01
Cantagalo,Estações da Linha 1,Dez,364820,2017,2017-12-01
Ipanema / General Osório,Estações da Linha 1,Jan,807390,2017,2017-01-01
Ipanema / General Osório,Estações da Linha 1,Fev,923860,2017,2017-02-01
Ipanema / General Osório,Estações da Linha 1,Mar,729010,2017,2017-03-01
Ipanema / General Osório,Estações da Linha 1,Abr,500920,2017,2017-04-01
Ipanema / General Osório,Estações da Linha 1,Mai,542800,2017,2017-05-01
Ipanema / General Osório,Estações da Linha 1,Jun,509450,2017,2017-06-01
Ipanema / General Osório,Estações da Linha 1,Jul,528320,2017,2017-07-01
Ipanema / General Osório,Estações da Linha 1,Ago,534810,2017,2017-08-01
Ipanema / General Osório,Estações da Linha 1,Set,608240,2017,2017-09-01
Ipanema / General Osório,Estações da Linha 1,Out,519870,2017,2017-10-01
Ipanema / General Osório,Estações da Linha 1,Nov,483130,2017,2017-11-01
Ipanema / General Osório,Estações da Linha 1,Dez,526260,2017,2017-12-01
Cidade Nova,Estações da Linha 2,Jan,209010,2017,2017-01-01
Cidade Nova,Estações da Linha 2,Fev,226150,2017,2017-02-01
Cidade Nova,Estações da Linha 2,Mar,247480,2017,2017-03-01
Cidade Nova,Estações da Linha 2,Abr,196090,2017,2017-04-01
Cidade Nova,Estações da Linha 2,Mai,244850,2017,2017-05-01
Cidade Nova,Estações da Linha 2,Jun,228320,2017,2017-06-01
Cidade Nova,Estações da Linha 2,Jul,218300,2017,2017-07-01
Cidade Nova,Estações da Linha 2,Ago,249500,2017,2017-08-01
Cidade Nova,Estações da Linha 2,Set,211820,2017,2017-09-01
Cidade Nova,Estações da Linha 2,Out,210130,2017,2017-10-01
Cidade Nova,Estações da Linha 2,Nov,193230,2017,2017-11-01
Cidade Nova,Estações da Linha 2,Dez,193620,2017,2017-12-01
São Cristóvão,Estações da Linha 2,Jan,264880,2017,2017-01-01
São Cristóvão,Estações da Linha 2,Fev,326880,2017,2017-02-01
São Cristóvão,Estações da Linha 2,Mar,377740,2017,2017-03-01
São Cristóvão,Estações da Linha 2,Abr,323640,2017,2017-04-01
São Cristóvão,Estações da Linha 2,Mai,384520,2017,2017-05-01
São Cristóvão,Estações da Linha 2,Jun,342130,2017,2017-06-01
São Cristóvão,Estações da Linha 2,Jul,304460,2017,2017-07-01
São Cristóvão,Estações da Linha 2,Ago,381130,2017,2017-08-01
São Cristóvão,Estações da Linha 2,Set,356460,2017,2017-09-01
São Cristóvão,Estações da Linha 2,Out,349730,2017,2017-10-01
São Cristóvão,Estações da Linha 2,Nov,331750,2017,2017-11-01
São Cristóvão,Estações da Linha 2,Dez,288190,2017,2017-12-01
Maracanã,Estações da Linha 2,Jan,191390,2017,2017-01-01
Maracanã,Estações da Linha 2,Fev,199520,2017,2017-02-01
Maracanã,Estações da Linha 2,Mar,257810,2017,2017-03-01
Maracanã,Estações da Linha 2,Abr,266130,2017,2017-04-01
Maracanã,Estações da Linha 2,Mai,347390,2017,2017-05-01
Maracanã,Estações da Linha 2,Jun,291350,2017,2017-06-01
Maracanã,Estações da Linha 2,Jul,246730,2017,2017-07-01
Maracanã,Estações da Linha 2,Ago,291360,2017,2017-08-01
Maracanã,Estações da Linha 2,Set,298530,2017,2017-09-01
Maracanã,Estações da Linha 2,Out,296450,2017,2017-10-01
Maracanã,Estações da Linha 2,Nov,258050,2017,2017-11-01
Maracanã,Estações da Linha 2,Dez,236560,2017,2017-12-01
Triagem,Estações da Linha 2,Jan,161590,2017,2017-01-01
Triagem,Estações da Linha 2,Fev,163220,2017,2017-02-01
Triagem,Estações da Linha 2,Mar,179640,2017,2017-03-01
Triagem,Estações da Linha 2,Abr,151430,2017,2017-04-01
Triagem,Estações da Linha 2,Mai,174310,2017,2017-05-01
Triagem,Estações da Linha 2,Jun,163010,2017,2017-06-01
Triagem,Estações da Linha 2,Jul,169270,2017,2017-07-01
Triagem,Estações da Linha 2,Ago,182320,2017,2017-08-01
Triagem,Estações da Linha 2,Set,166140,2017,2017-09-01
Triagem,Estações da Linha 2,Out,160560,2017,2017-10-01
Triagem,Estações da Linha 2,Nov,149740,2017,2017-11-01
Triagem,Estações da Linha 2,Dez,158680,2017,2017-12-01
Maria da Graça,Estações da Linha 2,Jan,206140,2017,2017-01-01
Maria da Graça,Estações da Linha 2,Fev,228680,2017,2017-02-01
Maria da Graça,Estações da Linha 2,Mar,237490,2017,2017-03-01
Maria da Graça,Estações da Linha 2,Abr,205530,2017,2017-04-01
Maria da Graça,Estações da Linha 2,Mai,232340,2017,2017-05-01
Maria da Graça,Estações da Linha 2,Jun,220170,2017,2017-06-01
Maria da Graça,Estações da Linha 2,Jul,215530,2017,2017-07-01
Maria da Graça,Estações da Linha 2,Ago,228460,2017,2017-08-01
Maria da Graça,Estações da Linha 2,Set,206740,2017,2017-09-01
Maria da Graça,Estações da Linha 2,Out,198060,2017,2017-10-01
Maria da Graça,Estações da Linha 2,Nov,187700,2017,2017-11-01
Maria da Graça,Estações da Linha 2,Dez,191250,2017,2017-12-01
Del Castilho,Estações da Linha 2,Jan,578250,2017,2017-01-01
Del Castilho,Estações da Linha 2,Fev,560070,2017,2017-02-01
Del Castilho,Estações da Linha 2,Mar,622750,2017,2017-03-01
Del Castilho,Estações da Linha 2,Abr,549310,2017,2017-04-01
Del Castilho,Estações da Linha 2,Mai,613790,2017,2017-05-01
Del Castilho,Estações da Linha 2,Jun,577520,2017,2017-06-01
Del Castilho,Estações da Linha 2,Jul,560790,2017,2017-07-01
Del Castilho,Estações da Linha 2,Ago,591900,2017,2017-08-01
Del Castilho,Estações da Linha 2,Set,555320,2017,2017-09-01
Del Castilho,Estações da Linha 2,Out,556780,2017,2017-10-01
Del Castilho,Estações da Linha 2,Nov,538950,2017,2017-11-01
Del Castilho,Estações da Linha 2,Dez,569680,2017,2017-12-01
Inhaúma,Estações da Linha 2,Jan,159130,2017,2017-01-01
Inhaúma,Estações da Linha 2,Fev,164620,2017,2017-02-01
Inhaúma,Estações da Linha 2,Mar,172540,2017,2017-03-01
Inhaúma,Estações da Linha 2,Abr,149050,2017,2017-04-01
Inhaúma,Estações da Linha 2,Mai,168870,2017,2017-05-01
Inhaúma,Estações da Linha 2,Jun,160450,2017,2017-06-01
Inhaúma,Estações da Linha 2,Jul,157860,2017,2017-07-01
Inhaúma,Estações da Linha 2,Ago,166960,2017,2017-08-01
Inhaúma,Estações da Linha 2,Set,159800,2017,2017-09-01
Inhaúma,Estações da Linha 2,Out,155480,2017,2017-10-01
Inhaúma,Estações da Linha 2,Nov,149400,2017,2017-11-01
Inhaúma,Estações da Linha 2,Dez,152180,2017,2017-12-01
Engenho da Rainha,Estações da Linha 2,Jan,153670,2017,2017-01-01
Engenho da Rainha,Estações da Linha 2,Fev,153630,2017,2017-02-01
Engenho da Rainha,Estações da Linha 2,Mar,166830,2017,2017-03-01
Engenho da Rainha,Estações da Linha 2,Abr,146960,2017,2017-04-01
Engenho da Rainha,Estações da Linha 2,Mai,168350,2017,2017-05-01
Engenho da Rainha,Estações da Linha 2,Jun,157620,2017,2017-06-01
Engenho da Rainha,Estações da Linha 2,Jul,154180,2017,2017-07-01
Engenho da Rainha,Estações da Linha 2,Ago,166090,2017,2017-08-01
Engenho da Rainha,Estações da Linha 2,Set,157780,2017,2017-09-01
Engenho da Rainha,Estações da Linha 2,Out,155700,2017,2017-10-01
Engenho da Rainha,Estações da Linha 2,Nov,147500,2017,2017-11-01
Engenho da Rainha,Estações da Linha 2,Dez,153490,2017,2017-12-01
Tomás Coelho,Estações da Linha 2,Jan,58210,2017,2017-01-01
Tomás Coelho,Estações da Linha 2,Fev,56820,2017,2017-02-01
Tomás Coelho,Estações da Linha 2,Mar,62750,2017,2017-03-01
Tomás Coelho,Estações da Linha 2,Abr,55510,2017,2017-04-01
Tomás Coelho,Estações da Linha 2,Mai,62180,2017,2017-05-01
Tomás Coelho,Estações da Linha 2,Jun,58710,2017,2017-06-01
Tomás Coelho,Estações da Linha 2,Jul,58800,2017,2017-07-01
Tomás Coelho,Estações da Linha 2,Ago,63010,2017,2017-08-01
Tomás Coelho,Estações da Linha 2,Set,59500,2017,2017-09-01
Tomás Coelho,Estações da Linha 2,Out,59220,2017,2017-10-01
Tomás Coelho,Estações da Linha 2,Nov,53680,2017,2017-11-01
Tomás Coelho,Estações da Linha 2,Dez,55900,2017,2017-12-01
Vicente de Carvalho,Estações da Linha 2,Jan,372940,2017,2017-01-01
Vicente de Carvalho,Estações da Linha 2,Fev,422800,2017,2017-02-01
Vicente de Carvalho,Estações da Linha 2,Mar,448580,2017,2017-03-01
Vicente de Carvalho,Estações da Linha 2,Abr,389940,2017,2017-04-01
Vicente de Carvalho,Estações da Linha 2,Mai,451470,2017,2017-05-01
Vicente de Carvalho,Estações da Linha 2,Jun,422370,2017,2017-06-01
Vicente de Carvalho,Estações da Linha 2,Jul,414090,2017,2017-07-01
Vicente de Carvalho,Estações da Linha 2,Ago,448350,2017,2017-08-01
Vicente de Carvalho,Estações da Linha 2,Set,421650,2017,2017-09-01
Vicente de Carvalho,Estações da Linha 2,Out,419450,2017,2017-10-01
Vicente de Carvalho,Estações da Linha 2,Nov,389620,2017,2017-11-01
Vicente de Carvalho,Estações da Linha 2,Dez,399620,2017,2017-12-01
Irajá,Estações da Linha 2,Jan,290020,2017,2017-01-01
Irajá,Estações da Linha 2,Fev,300890,2017,2017-02-01
Irajá,Estações da Linha 2,Mar,330830,2017,2017-03-01
Irajá,Estações da Linha 2,Abr,295190,2017,2017-04-01
Irajá,Estações da Linha 2,Mai,344920,2017,2017-05-01
Irajá,Estações da Linha 2,Jun,327020,2017,2017-06-01
Irajá,Estações da Linha 2,Jul,320440,2017,2017-07-01
Irajá,Estações da Linha 2,Ago,347620,2017,2017-08-01
Irajá,Estações da Linha 2,Set,329940,2017,2017-09-01
Irajá,Estações da Linha 2,Out,333610,2017,2017-10-01
Irajá,Estações da Linha 2,Nov,313830,2017,2017-11-01
Irajá,Estações da Linha 2,Dez,317680,2017,2017-12-01
Colégio,Estações da Linha 2,Jan,196090,2017,2017-01-01
Colégio,Estações da Linha 2,Fev,194270,2017,2017-02-01
Colégio,Estações da Linha 2,Mar,214950,2017,2017-03-01
Colégio,Estações da Linha 2,Abr,186210,2017,2017-04-01
Colégio,Estações da Linha 2,Mai,218270,2017,2017-05-01
Colégio,Estações da Linha 2,Jun,207290,2017,2017-06-01
Colégio,Estações da Linha 2,Jul,199790,2017,2017-07-01
Colégio,Estações da Linha 2,Ago,180120,2017,2017-08-01
Colégio,Estações da Linha 2,Set,167420,2017,2017-09-01
Colégio,Estações da Linha 2,Out,166490,2017,2017-10-01
Colégio,Estações da Linha 2,Nov,182870,2017,2017-11-01
Colégio,Estações da Linha 2,Dez,203820,2017,2017-12-01
Coelho Neto,Estações da Linha 2,Jan,365370,2017,2017-01-01
Coelho Neto,Estações da Linha 2,Fev,372290,2017,2017-02-01
Coelho Neto,Estações da Linha 2,Mar,399750,2017,2017-03-01
Coelho Neto,Estações da Linha 2,Abr,347970,2017,2017-04-01
Coelho Neto,Estações da Linha 2,Mai,413610,2017,2017-05-01
Coelho Neto,Estações da Linha 2,Jun,406810,2017,2017-06-01
Coelho Neto,Estações da Linha 2,Jul,410460,2017,2017-07-01
Coelho Neto,Estações da Linha 2,Ago,437660,2017,2017-08-01
Coelho Neto,Estações da Linha 2,Set,419670,2017,2017-09-01
Coelho Neto,Estações da Linha 2,Out,432330,2017,2017-10-01
Coelho Neto,Estações da Linha 2,Nov,407500,2017,2017-11-01
Coelho Neto,Estações da Linha 2,Dez,416510,2017,2017-12-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jan,132340,2017,2017-01-01
Acari/Fazenda Botafogo,Estações da Linha 2,Fev,126650,2017,2017-02-01
Acari/Fazenda Botafogo,Estações da Linha 2,Mar,143460,2017,2017-03-01
Acari/Fazenda Botafogo,Estações da Linha 2,Abr,126390,2017,2017-04-01
Acari/Fazenda Botafogo,Estações da Linha 2,Mai,144100,2017,2017-05-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jun,137350,2017,2017-06-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jul,137200,2017,2017-07-01
Acari/Fazenda Botafogo,Estações da Linha 2,Ago,147220,2017,2017-08-01
Acari/Fazenda Botafogo,Estações da Linha 2,Set,143200,2017,2017-09-01
Acari/Fazenda Botafogo,Estações da Linha 2,Out,142160,2017,2017-10-01
Acari/Fazenda Botafogo,Estações da Linha 2,Nov,131510,2017,2017-11-01
Acari/Fazenda Botafogo,Estações da Linha 2,Dez,141150,2017,2017-12-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jan,206210,2017,2017-01-01
Engenheiro Rubens Paiva,Estações da Linha 2,Fev,196150,2017,2017-02-01
Engenheiro Rubens Paiva,Estações da Linha 2,Mar,220250,2017,2017-03-01
Engenheiro Rubens Paiva,Estações da Linha 2,Abr,194570,2017,2017-04-01
Engenheiro Rubens Paiva,Estações da Linha 2,Mai,227810,2017,2017-05-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jun,215990,2017,2017-06-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jul,212880,2017,2017-07-01
Engenheiro Rubens Paiva,Estações da Linha 2,Ago,229200,2017,2017-08-01
Engenheiro Rubens Paiva,Estações da Linha 2,Set,215830,2017,2017-09-01
Engenheiro Rubens Paiva,Estações da Linha 2,Out,216790,2017,2017-10-01
Engenheiro Rubens Paiva,Estações da Linha 2,Nov,208120,2017,2017-11-01
Engenheiro Rubens Paiva,Estações da Linha 2,Dez,213540,2017,2017-12-01
Pavuna,Estações da Linha 2,Jan,1049530,2017,2017-01-01
Pavuna,Estações da Linha 2,Fev,1017260,2017,2017-02-01
Pavuna,Estações da Linha 2,Mar,1120580,2017,2017-03-01
Pavuna,Estações da Linha 2,Abr,975250,2017,2017-04-01
Pavuna,Estações da Linha 2,Mai,1137720,2017,2017-05-01
Pavuna,Estações da Linha 2,Jun,1090640,2017,2017-06-01
Pavuna,Estações da Linha 2,Jul,1086890,2017,2017-07-01
Pavuna,Estações da Linha 2,Ago,1164650,2017,2017-08-01
Pavuna,Estações da Linha 2,Set,1113610,2017,2017-09-01
Pavuna,Estações da Linha 2,Out,1110720,2017,2017-10-01
Pavuna,Estações da Linha 2,Nov,1040950,2017,2017-11-01
Pavuna,Estações da Linha 2,Dez,1078380,2017,2017-12-01
Nossa Senhora da Paz,Estações da Linha 4,Jan,223710,2017,2017-01-01
Nossa Senhora da Paz,Estações da Linha 4,Fev,201700,2017,2017-02-01
Nossa Senhora da Paz,Estações da Linha 4,Mar,255450,2017,2017-03-01
Nossa Senhora da Paz,Estações da Linha 4,Abr,340200,2017,2017-04-01
Nossa Senhora da Paz,Estações da Linha 4,Mai,360920,2017,2017-05-01
Nossa Senhora da Paz,Estações da Linha 4,Jun,351910,2017,2017-06-01
Nossa Senhora da Paz,Estações da Linha 4,Jul,366620,2017,2017-07-01
Nossa Senhora da Paz,Estações da Linha 4,Ago,390310,2017,2017-08-01
Nossa Senhora da Paz,Estações da Linha 4,Set,390560,2017,2017-09-01
Nossa Senhora da Paz,Estações da Linha 4,Out,375060,2017,2017-10-01
Nossa Senhora da Paz,Estações da Linha 4,Nov,359670,2017,2017-11-01
Nossa Senhora da Paz,Estações da Linha 4,Dez,383840,2017,2017-12-01
Jardim de Alah,Estações da Linha 4,Jan,207190,2017,2017-01-01
Jardim de Alah,Estações da Linha 4,Fev,222870,2017,2017-02-01
Jardim de Alah,Estações da Linha 4,Mar,227770,2017,2017-03-01
Jardim de Alah,Estações da Linha 4,Abr,277260,2017,2017-04-01
Jardim de Alah,Estações da Linha 4,Mai,289030,2017,2017-05-01
Jardim de Alah,Estações da Linha 4,Jun,278980,2017,2017-06-01
Jardim de Alah,Estações da Linha 4,Jul,285770,2017,2017-07-01
Jardim de Alah,Estações da Linha 4,Ago,309050,2017,2017-08-01
Jardim de Alah,Estações da Linha 4,Set,301680,2017,2017-09-01
Jardim de Alah,Estações da Linha 4,Out,297670,2017,2017-10-01
Jardim de Alah,Estações da Linha 4,Nov,289270,2017,2017-11-01
Jardim de Alah,Estações da Linha 4,Dez,306930,2017,2017-12-01
Antero de Quental,Estações da Linha 4,Jan,260080,2017,2017-01-01
Antero de Quental,Estações da Linha 4,Fev,314980,2017,2017-02-01
Antero de Quental,Estações da Linha 4,Mar,323610,2017,2017-03-01
Antero de Quental,Estações da Linha 4,Abr,381770,2017,2017-04-01
Antero de Quental,Estações da Linha 4,Mai,417760,2017,2017-05-01
Antero de Quental,Estações da Linha 4,Jun,401570,2017,2017-06-01
Antero de Quental,Estações da Linha 4,Jul,380020,2017,2017-07-01
Antero de Quental,Estações da Linha 4,Ago,431810,2017,2017-08-01
Antero de Quental,Estações da Linha 4,Set,437020,2017,2017-09-01
Antero de Quental,Estações da Linha 4,Out,420940,2017,2017-10-01
Antero de Quental,Estações da Linha 4,Nov,394630,2017,2017-11-01
Antero de Quental,Estações da Linha 4,Dez,388670,2017,2017-12-01
São Conrado,Estações da Linha 4,Jan,206980,2017,2017-01-01
São Conrado,Estações da Linha 4,Fev,214440,2017,2017-02-01
São Conrado,Estações da Linha 4,Mar,243720,2017,2017-03-01
São Conrado,Estações da Linha 4,Abr,298870,2017,2017-04-01
São Conrado,Estações da Linha 4,Mai,297360,2017,2017-05-01
São Conrado,Estações da Linha 4,Jun,285340,2017,2017-06-01
